"cpv_puhas";"eeldatav_maksumus_puhas";"lepingu_maksumus_puhas";"tegelik_maksumus_puhas";"kestvus_kuudes"
"80521000-2";17799.39;17799.39;17799.39;NA
"80522000-9";2556.47;2556.47;2556.47;NA
"71310000-4";14699.68;14699.68;14699.68;NA
"45400000-1";50020.45;50020.45;49704.03;NA
"72250000-2";31380.62;31380.62;31380.62;NA
"79100000-5";63975.56;63975.57;61195.42;NA
"71520000-9";NA;NA;NA;NA
"34120000-4";278050.64;278050.64;241047.2;61
"85100000-0";11305.97;11305.97;11305.97;NA
"72320000-4";12795.11;12795.11;13178.56;NA
"30233132-5";36960.11;36960.11;36960.11;NA
"72262000-9";NA;NA;NA;NA
"60400000-2";NA;NA;NA;24
"71315300-2";21090.84;21090.84;17575;NA
"79820000-8";10636.98;10636.98;10636.98;NA
"79311200-9";25494.68;25494.68;25494.68;NA
"73110000-6";95867.47;95867.47;95867.47;9
"72250000-2";147990.81;147990.81;147978.5;NA
"32260000-3";38170.47;38170.47;38170.47;NA
"72260000-5";NA;NA;NA;NA
"33651300-1";1196.43;1196.43;1196.43;NA
"79341000-6";18171.74;18171.74;10626;NA
"80511000-9";33898.74;33898.74;34497.87;NA
"55120000-7";12290.48;NA;NA;NA
"32342410-9";16267.91;16267.91;16267.91;NA
"34111200-0";18130.46;18130.46;18130.46;NA
"90910000-9";143109.43;143109.43;143109.43;24
"31500000-1";19272.24;19272.24;19272.24;NA
"33651600-4";1682555.64;1682555.63;1676262.48;19
"72262000-9";105211.36;105211.36;105211.36;12
"79800000-2";25244.97;25244.97;27907.92;NA
"64110000-0";1281224.04;1281224.04;919848.27;NA
"90714500-0";46655.5;46655.5;46655.5;10
"34114400-3";NA;NA;NA;NA
"79311200-9";21218.67;21218.67;21218.67;NA
"79311200-9";19109.58;19109.58;19109.58;NA
"72262000-9";40000;40000;40000;NA
"79311200-9";23568.12;23568.12;22384.65;NA
"72222300-0";25769.18;25769.18;25769.18;NA
"72267000-4";39999.94;39999.94;39999.94;NA
"79212000-3";20963.02;20963.02;20963.02;NA
"30213100-6";69346.7;69346.7;69348.29;37
"73220000-0";11184.54;11184.54;11184.54;NA
"79112000-2";12271.04;12271.04;12271.04;NA
"79112000-2";12271.04;12271.04;12271.04;NA
"72240000-9";34009.94;34009.94;34009.94;NA
"30200000-1";39999.74;29910.66;17078.88;NA
"79300000-7";26574.46;26574.46;26574.46;NA
"73210000-7";31291.14;31291.14;31291.14;NA
"73210000-7";15274.88;15274.88;15274.88;NA
"73300000-5";27482.01;27482.01;27482.01;NA
"79530000-8";49211.97;49211.97;44237.7;NA
"72262000-9";NA;NA;NA;12
"18143000-3";NA;NA;NA;NA
"72260000-5";383469.89;383469.89;317679.72;24
"34221000-2";NA;NA;NA;NA
"75131000-3";10833.02;10833.02;10833.02;NA
"72150000-1";18023.08;18023.08;14768.9;NA
"45316000-5";545294.19;545294.19;545294.19;6
"92220000-9";79889.56;79889.56;NA;NA
"80510000-2";9263.03;9263.03;8233.23;NA
"72250000-2";13255.28;13255.28;13255.28;NA
"72261000-2";16892.49;16892.49;16892.49;NA
"72200000-7";47933.1;47933.1;47933.1;10
"30236000-2";29434;29434;29434;NA
"72260000-5";NA;NA;NA;NA
"09100000-0";458502.1;274884;408957.61;NA
"63510000-7";255646.59;255646.59;181196;NA
"71250000-5";74425.11;74425.11;80055;NA
"30236000-2";26453.1;26453.1;26453.1;NA
"80511000-9";20674.78;20674.78;20674.78;NA
"71240000-2";451983.18;451983.18;448795.46;12
"30213100-6";NA;NA;NA;37
"80511000-9";15102.07;15102.07;13975.82;NA
"34221000-2";163484.97;163484.97;163484.97;7
"73200000-4";34729.85;34729.85;34729.85;NA
"79212000-3";14699.68;14699.68;14699.68;NA
"71220000-6";39625.22;39625.22;39625.22;5
"90700000-4";NA;NA;NA;6
"72200000-7";31852.03;31852.03;31852.03;NA
"75100000-7";105803.18;105803.18;72317.27;NA
"72200000-7";13725.67;13725.67;13725.67;NA
"73110000-6";35790.52;35790.52;35790.52;NA
"31644000-2";196844.68;196844.68;196844.68;8
"73110000-6";98026.86;98026.86;98026.86;11
"72262000-9";NA;NA;NA;8
"72700000-7";11645.28;11645.28;11645.28;NA
"79311000-7";15083.15;15083.15;15083.15;NA
"72211000-7";13564.43;13564.43;13564.43;NA
"73110000-6";8947.63;8947.63;8947.63;NA
"80420000-4";90992.85;90992.85;81160.87;NA
"72250000-2";33131.8;33131.8;33131.8;NA
"73110000-6";NA;NA;NA;8
"48611000-4";94593.85;94593.85;94593.85;36
"31644000-2";213653.96;213653.96;213653.96;8
"39112000-0";18138.13;18138.13;18138.13;NA
"34120000-4";NA;NA;NA;NA
"73210000-7";45676.96;45676.96;45676.96;NA
"72262000-9";NA;NA;NA;NA
"72267000-4";30038.47;30038.47;26966.94;NA
"90733100-5";31955.82;31955.82;31955.82;9
"48311000-1";17065.82;17065.82;17065.82;NA
"79530000-8";21729.96;21729.97;7124.1;NA
"35112000-2";NA;NA;NA;NA
"79800000-2";31235.92;31235.92;38702.53;NA
"45216110-8";76194.89;76194.89;78480.76;NA
"79212500-8";35151.41;35151.41;33719.78;14
"45341000-9";37228.54;37228.54;29080.5;NA
"73210000-7";11855.61;11855.61;11855.61;NA
"34115300-9";28737.99;NA;NA;NA
"72261000-2";19127.48;19127.48;19127.48;NA
"72510000-3";12654.51;12654.51;7567.14;NA
"79341400-0";64406.32;64406.32;64406.32;9
"30234000-8";36045.4;36045.4;36045.4;NA
"30236000-2";30990.12;30990.12;30990.12;NA
"30213300-8";18726.11;18726.11;18726.11;NA
"30213100-6";19645.61;19645.61;19645.61;NA
"98113000-8";11759.74;11759.74;11759.74;NA
"72720000-3";52859.02;52859.02;64749.4;NA
"34221000-2";NA;NA;NA;NA
"79800000-2";12039.89;12039.89;12039.89;NA
"72262000-9";210269.32;210269.32;210269.32;14
"72300000-8";16248.71;16248.71;16248.71;NA
"79416000-3";14170.39;14170.39;14170.39;NA
"79330000-6";12175.17;12175.17;12175.17;NA
"72200000-7";3451.23;3451.23;3451.23;NA
"72211000-7";98475.07;98475.07;98475.07;12
"90520000-8";19438.09;19438.09;19438.09;NA
"72211000-7";37281.58;37281.58;37281.58;NA
"33651660-2";1772143.36;1931636.27;1917214.47;NA
"48611000-4";NA;NA;NA;36
"73110000-6";7669.4;7669.4;7669.4;NA
"73110000-6";8404.38;8404.38;8404.38;NA
"33600000-6";3132.65;3132.65;3132.51;NA
"71240000-2";44354.68;44354.68;44354.68;7
"72262000-9";NA;NA;NA;18
"72510000-3";6817.26;6817.26;6817.26;NA
"90911100-7";50383.98;50383.98;50383.98;23
"77211000-2";28760.24;28760.24;30425.08;NA
"48781000-6";23442.79;23442.79;20355.86;NA
"85111500-5";1354982.87;1354982.87;1354982.87;NA
"45341000-9";92464.18;NA;92464.18;NA
"15200000-0";80681.81;80681.81;47668.63;12
"71322200-3";25032.08;25032.08;23530;NA
"72260000-5";466743.7;466743.7;806050.88;36
"35112000-2";163214.37;163214.37;163214.37;6
"34221000-2";NA;NA;NA;NA
"48900000-7";157861.77;157861.77;157861.77;3
"09100000-0";NA;NA;NA;NA
"92200000-3";129201.55;129201.55;128462.41;NA
"48620000-0";177774.88;177774.88;163371.22;36
"73200000-4";47294.62;47294.62;45875.78;5
"72260000-5";13917.56;13917.56;12156;NA
"72261000-2";150098.17;150098.17;150098.17;NA
"48420000-8";89028.93;89028.93;89028.93;1
"15612500-6";538593.69;538593.76;175596.04;12
"35111520-6";13563.65;13563.65;13563.65;NA
"72262000-9";37004.84;37004.84;37004.84;NA
"70332000-7";5023.46;5023.46;5023.46;NA
"72262000-9";13625.96;13625.96;13625.96;NA
"66512200-4";61444.66;61444.66;61464.98;12
"72212983-3";351514.07;351514.07;344254.1;24
"48900000-7";NA;NA;NA;NA
"71240000-2";17639.61;17639.61;17639.61;12
"33190000-8";NA;NA;NA;2
"45110000-1";106412.89;106412.89;106412.89;NA
"33651100-9";20102.92;20102.92;20102.89;NA
"72150000-1";17971.96;17971.96;17971.96;NA
"71315300-2";15977.91;15977.91;17575.7;NA
"35112000-2";NA;NA;NA;NA
"79212100-4";12718.42;12718.42;12718.42;NA
"80500000-9";20024.8;20024.8;19223.81;NA
"45233160-8";191710.15;191710.15;225390.69;NA
"48823000-3";34023.37;34023.37;34023.37;NA
"73210000-7";18406.55;18406.55;18406.55;NA
"73210000-7";35151.41;35151.41;35151.41;NA
"72262000-9";100839.8;100839.8;80899.36;4
"45200000-9";153136.02;153136.02;223211;NA
"72240000-9";18790.02;18790.02;5368.58;NA
"30234000-8";36276.25;36276.25;33080.67;NA
"45261000-4";45518.83;45518.83;46919.14;NA
"45222110-3";17213306.41;17213306.41;18115705.59;NA
"90711000-4";26842.89;26842.89;26842.89;NA
"71320000-7";19173.49;19173.49;19173.49;NA
"72320000-4";94859.38;94859.38;151996.3;24
"31644000-2";NA;NA;NA;8
"31644000-2";NA;NA;NA;8
"79800000-2";16620.22;16620.22;16343.17;NA
"79200000-6";127184.18;127184.18;127184.18;48
"92221000-6";88645.46;88645.46;88645.46;7
"64100000-7";513289.66;513289.6;124748.75;NA
"71332000-4";51124.21;51124.21;51124.21;5
"72212730-5";15722.27;15722.27;8052.87;NA
"73200000-4";NA;NA;NA;6
"45331210-1";49787.17;49787.17;49787.17;NA
"60410000-5";383469.89;383469.89;303779;24
"71320000-7";5943.78;5943.78;5943.78;4
"33130000-0";9260.8;9260.8;9260.8;NA
"45215215-7";824460.27;824460.27;810360;13
"30237000-9";24191.52;24191.52;24191.52;NA
"33651400-2";4295310.35;4280198.77;4280198.77;13
"48710000-8";9015.25;9015.25;9015.25;NA
"72200000-7";12692.85;12692.85;12692.85;NA
"72200000-7";5863.89;5863.89;5863.89;NA
"79810000-5";11270.82;11270.82;18793.22;NA
"33190000-8";82094.51;82094.52;82094.52;2
"73100000-3";13540.6;13540.6;13540.6;NA
"72261000-2";17124.17;17123.98;17123.98;NA
"72200000-7";25884.22;51768.44;21965.63;NA
"72262000-9";23081.69;23081.69;23081.69;NA
"72200000-7";43715.57;43715.57;43715.57;41
"30237000-9";39413.67;39413.67;39413.67;NA
"39292400-9";38346.99;38347;26688.29;NA
"92111220-0";13486.44;13486.44;13486.44;NA
"92312211-3";12687.79;12687.79;16736.22;NA
"35125000-6";472858.26;472858.26;737573;48
"45200000-9";152296.73;152296.73;152296.73;3
"45210000-2";106685.03;106685.03;111405.73;NA
"33190000-8";NA;123547.61;123547.61;2
"71520000-9";28632.42;28632.42;28632.42;16
"31644000-2";NA;NA;NA;NA
"15612500-6";NA;NA;NA;NA
"31644000-2";NA;NA;NA;NA
"79530000-8";4601.64;4601.64;4601.64;NA
"79530000-8";31636.27;31636.27;31636.27;NA
"72222300-0";6391.16;6391.16;6391.16;NA
"72222300-0";7030.28;7030.28;7030.28;NA
"73110000-6";50490.2;50490.2;50490.2;12
"79713000-5";40795.06;40795.06;47720.58;NA
"79411000-8";26456.87;26456.87;26456.87;15
"79411000-8";56881.37;56881.37;56881.37;15
"48213000-4";11459.36;11459.36;11459.36;NA
"30213300-8";11506.2;11506.2;11506.2;NA
"39151000-5";29892.76;29892.76;29892.76;3
"45200000-9";438487.02;438487.02;438487.02;4
"45310000-3";28185.48;28185.48;28185.48;NA
"33141000-0";10036.69;10036.69;10036.69;NA
"33651300-1";4028.1;4028.1;4028.1;NA
"70332000-7";110872.78;110872.78;118392.5;24
"79340000-9";58178.97;58178.97;58178.97;4
"33651630-3";17203.61;17203.61;17203.61;NA
"72262000-9";34972.45;34972.45;45409.23;3
"03212100-1";182295.2;30382.58;563296.93;12
"30200000-1";39755.86;39755.86;39755.86;5
"90500000-2";15261.72;15261.73;15261.73;NA
"72262000-9";26842.89;26842.89;16561.08;NA
"64210000-1";1278126.43;1278126.43;1779526.81;12
"73110000-6";14060.56;14060.56;14060.56;NA
"73110000-6";24286.43;24286.43;21878.6;NA
"31644000-2";57051.82;57051.82;57051.82;2
"79311300-0";23647.31;23647.31;21066.94;NA
"45222110-3";2728618.1;2728618.1;3456978.96;NA
"45210000-2";5194547.06;5194547.06;5194547.06;17
"33651500-3";12841;12841;12841.06;NA
"33651300-1";2551.99;2551.99;2551.99;NA
"33651300-1";3581.1;3581.1;3581.1;NA
"45200000-9";217313.67;217313.67;520900;6
"45200000-9";153454.11;153454.11;146146.77;5
"73110000-6";15338.8;15338.8;15338.8;NA
"72250000-2";NA;NA;NA;NA
"33760000-5";19493.05;19493.05;13646.26;NA
"73110000-6";6812.98;6812.98;6812.98;NA
"90711000-4";10832.51;10832.51;10832.51;NA
"90714400-9";50809.76;50809.76;50809.76;9
"34513600-2";26842890.02;26842890.02;26842890.02;30
"79212100-4";17256.15;17256.15;17256.15;NA
"79530000-8";13464.46;13464.46;13830.03;NA
"72261000-2";17499.27;17499.27;17499.27;NA
"79100000-5";42437.33;42437.33;58798.72;NA
"79111000-5";14840.48;14840.48;14840.48;NA
"48900000-7";177785.53;177785.53;177785.53;3
"72224100-2";26812.21;26812.21;26812.21;NA
"90713000-8";32275.38;32275.38;32275.38;NA
"90410000-4";341642.53;341642.53;117009.43;NA
"45110000-1";76693.98;76693.98;76693.98;17
"30197600-2";81525.7;81525.7;72193;24
"98133000-4";20254.43;20254.43;7900.29;NA
"98113000-8";19173.49;19173.49;19173.49;NA
"45200000-9";131761.34;131761.34;125487.01;6
"90520000-8";628464.54;628464.54;606095.47;12
"72212900-8";37113.49;37113.49;37113.49;NA
"72212983-3";34870.2;34870.2;34870.2;NA
"45215215-7";1077387.23;1077387.23;1075321.8;14
"79311200-9";42103.72;42103.72;42103.72;5
"32552330-9";10729.49;10729.49;10729.49;NA
"32342300-5";20922.12;20922.12;20922.12;NA
"34933000-6";206238.86;206238.86;206238.86;NA
"34513600-2";NA;NA;NA;NA
"98371111-5";23008.19;23008.19;23008.19;NA
"70310000-7";15733.77;15733.77;15733.77;NA
"45200000-9";108049.03;108049.03;108049.03;NA
"34933000-6";NA;NA;NA;NA
"92111100-3";12079.3;12079.3;12079.3;NA
"39000000-2";112446.22;112446.22;112446.22;NA
"85300000-2";70207.97;70207.97;71349.56;NA
"22462000-6";11892.49;11892.49;11892.49;NA
"72262000-9";NA;NA;NA;NA
"30192000-1";25564.66;25564.66;27029.81;NA
"72810000-1";11280.41;11280.41;11280.41;NA
"72810000-1";15420.04;15420.04;15420.04;NA
"72212490-0";255646.59;255646.59;46016.39;14
"79419000-4";21729.96;21729.96;21729.96;NA
"79800000-2";36029.55;36029.55;37616.22;24
"79311200-9";39880.87;39880.87;39880.87;NA
"33651400-2";17604.91;17604.91;17604.91;NA
"48820000-2";33462.35;33462.35;33462.35;NA
"79311200-9";29680.06;29680.06;29185.36;NA
"72267000-4";15338.8;15338.8;15676.3;NA
"72810000-1";10698.81;10698.81;10698.81;NA
"73300000-5";32566.18;32566.18;32566.18;NA
"71240000-2";37707.87;37707.87;39305.66;24
"79311200-9";19248.78;19248.78;19248.78;NA
"39717200-3";10896.94;10896.94;10896.94;NA
"30197600-2";NA;NA;NA;24
"39120000-9";12528.09;12528.09;12528.09;NA
"64112000-4";17324.02;17324.02;17324.02;NA
"30231100-8";28444.52;28444.52;28444.52;48
"72261000-2";16665.98;16665.98;16665.98;NA
"39110000-6";10196.66;10196.66;10196.66;NA
"73200000-4";12782.33;12782.33;12782.33;NA
"73200000-4";29572.56;29572.56;29572.56;NA
"35125000-6";NA;NA;NA;NA
"30125110-5";39944.78;30358.03;36107.14;NA
"30190000-7";39944.78;39944.78;25819.58;NA
"30199110-4";39944.78;39944.78;11653.95;NA
"48823000-3";26357.16;26357.16;26357.16;NA
"75131000-3";292928.39;292928.39;292911.17;12
"72211000-7";23008.19;23008.19;23008.19;NA
"79824000-6";20895.34;20895.34;20895.34;NA
"22114500-7";11274.01;11274.01;11274.01;NA
"71621000-7";9906.31;9906.31;9906.31;NA
"79200000-6";57073.1;57073.1;57073.1;NA
"30192000-1";24854.03;24854.03;24854.03;NA
"48900000-7";NA;NA;NA;NA
"71240000-2";15530.53;15530.53;15530.53;4
"33651400-2";3467485.72;3467485.71;3467485.71;16
"34110000-1";59492.03;137868.21;132368.02;60
"71520000-9";NA;NA;NA;NA
"71240000-2";18214.82;18214.82;21857.78;16
"79315000-5";12428.51;12428.51;10532.64;NA
"50241100-7";396353.65;396353.65;396353.65;6
"72262000-9";NA;NA;NA;12
"73110000-6";133062.97;91944.32;133062.97;9
"33651600-4";11329.23;11329.23;11329.23;NA
"72262000-9";NA;NA;NA;NA
"38115000-4";583641.17;583641.17;583641.17;8
"35120000-1";188513.8;188513.8;188513.8;8
"44618340-0";50925.95;50925.96;47198.29;NA
"73200000-4";32658.85;32658.85;30028.48;NA
"73000000-2";40920.83;40920.83;40920.83;18
"71240000-2";35151.41;35151.41;35151.41;5
"33651300-1";161677.94;161677.87;161677.93;12
"48624000-8";989732.08;989732.08;989732.08;NA
"72262000-9";17489.42;17489.42;17489.42;NA
"92220000-9";NA;NA;NA;NA
"79341400-0";13540.32;13540.32;13506.15;NA
"79952000-2";36999.73;36999.73;36999.73;NA
"79530000-8";42328.68;42328.69;5835.97;NA
"33190000-8";NA;NA;NA;4
"72250000-2";150499.15;150499.15;150499.15;NA
"45200000-9";126586.16;126579.77;133510.28;5
"72243000-0";33987.29;33987.29;33987.29;NA
"72222300-0";15338.8;30677.6;18099.78;NA
"72262000-9";25596.62;51193.24;30204.01;NA
"79341400-0";95752.62;95752.62;95752.62;2
"79341400-0";15114.64;15114.64;15114.64;NA
"72212490-0";NA;NA;NA;NA
"34110000-1";191578.58;191578.58;209510.65;60
"73300000-5";26715.07;26715.07;36429.64;NA
"79824000-6";19955.58;19955.58;19955.58;NA
"64000000-6";25274.12;25274.12;25274.12;NA
"72510000-3";24158.6;24158.6;25713.72;NA
"33651600-4";1173908.45;1173908.45;1173908.45;18
"72260000-5";205351.58;205351.58;196723.55;48
"79111000-5";66039.91;66039.86;66039.86;NA
"45111100-9";104495.55;104495.55;104495.55;NA
"79530000-8";3387.32;57791.26;54553.56;NA
"90910000-9";114316.56;114316.56;114316.56;13
"79419000-4";10609.33;10609.33;10609.33;NA
"71240000-2";15652.94;NA;15652.92;NA
"48000000-8";581164.73;581164.73;581164.73;36
"75131000-3";NA;NA;NA;NA
"64110000-0";312739.57;312739.57;306548.76;5
"79311000-7";NA;NA;NA;12
"35120000-1";NA;NA;NA;NA
"50310000-1";13377.54;13377.54;13377.54;NA
"45210000-2";NA;NA;NA;NA
"50241100-7";NA;NA;NA;NA
"38115000-4";NA;NA;NA;NA
"71240000-2";NA;NA;NA;NA
"22900000-9";21937.1;21937.1;21651.77;NA
"71240000-2";12398.86;12398.86;12398.86;12
"71240000-2";9906.31;9906.31;9906.31;12
"39162110-9";28661.72;28661.72;28661.72;NA
"90700000-4";100037.39;100037.39;100037.39;6
"73200000-4";58479.16;58479.16;58479.16;3
"34513600-2";NA;NA;NA;30
"34221000-2";350844.02;350844.02;350844.02;5
"80500000-9";46724.02;46724.02;45833.28;NA
"70210000-6";14556517.07;14556517.07;NA;120
"64110000-0";NA;NA;NA;NA
"72262000-9";12143.21;12143.21;12143.21;NA
"98393000-4";68190.53;68190.55;141648.79;36
"85111500-5";1374100.44;1374100.44;1510953.69;NA
"22822000-8";19061.33;19061.33;19061.33;NA
"09132100-4";16339.97;16339.97;16339.97;NA
"73111000-3";NA;NA;NA;NA
"90911000-6";35438.56;35438.56;35438.56;NA
"30192000-1";19252.43;19252.43;19252.43;NA
"72500000-0";38002.06;38002.06;38002.06;NA
"09132100-4";15514.04;15514.04;15514.04;NA
"39130000-2";18911.14;18911.14;18911.14;NA
"48311100-2";63178.2;63178.2;63178.2;NA
"79970000-4";118383.99;118383.99;118383.99;11
"79111000-5";26998.96;26998.96;26998.96;NA
"45232300-5";88116.46;88116.46;88776.6;NA
"64210000-1";26146.57;26146.57;46690.93;24
"80500000-9";255646.59;255646.59;25791.77;NA
"45331210-1";70302.81;70302.81;70302.81;NA
"71240000-2";NA;19207;19207;12
"34110000-1";NA;NA;NA;NA
"72421000-7";20694.59;20694.59;21197.5;NA
"79212000-3";10545.42;10545.42;10545.42;NA
"73100000-3";NA;NA;NA;NA
"80510000-2";158340.95;158340.95;158340.95;NA
"71240000-2";NA;NA;NA;NA
"30197600-2";159192.76;159192.76;156055.64;25
"71240000-2";44674.24;44674.24;44674.24;12
"71240000-2";NA;NA;NA;20
"34513600-2";NA;NA;NA;NA
"33651400-2";273222.3;273222.3;273222.3;8
"50312310-1";11024.76;11024.76;7661.79;NA
"79212000-3";32850.59;32850.59;32850.59;NA
"72240000-9";22337.12;22337.12;22337.12;NA
"79341400-0";22369.08;22369.08;22369.08;NA
"79212000-3";11775.72;11775.72;11775.72;NA
"34221000-2";NA;NA;NA;NA
"48900000-7";18259.43;18259.43;18259.43;NA
"32552100-8";12769.55;12769.55;12769.55;NA
"45421131-1";56616.07;56616.07;56616.07;NA
"64210000-1";336406.63;336406.63;581172.78;24
"33651620-0";309531.21;309531.21;309531.21;8
"34114100-0";683854.64;683854.64;683854.64;12
"34114400-3";21437.37;21437.37;21437.37;NA
"34111200-0";28294.13;28294.13;27334.9;NA
"45331000-6";59870.07;59870.07;59870.07;NA
"45111100-9";46335.95;46335.95;46335.95;NA
"45200000-9";42846.37;42846.37;NA;NA
"42416100-6";31828;31828;31828;NA
"73300000-5";14699.68;14699.68;14699.68;NA
"48920000-3";27169.23;27169.23;NA;NA
"34111000-8";41479.75;41479.74;44578.53;NA
"79530000-8";23692.82;23692.82;23692.82;NA
"79311400-1";125548.49;125548.49;125548.49;23
"79340000-9";19812.61;19812.61;19812.61;NA
"72253200-5";11784.03;11784.03;11784.03;NA
"30236200-4";32244.39;32244.39;32244.39;NA
"30231100-8";51592.95;51592.95;51592.95;36
"72262000-9";154715.59;154715.59;78683.43;12
"48190000-6";34098.72;34098.72;NA;NA
"72260000-5";93000.01;93000.01;93000.01;NA
"90410000-4";95655.09;95655.09;46423.87;NA
"72262000-9";241637.16;241637.16;241637.16;12
"30200000-1";33905.13;33905.13;33905.13;NA
"79100000-5";17999.31;17999.31;NA;NA
"51216000-9";21410.4;21410.4;21410.4;NA
"73110000-6";28325.64;28325.64;28325.64;NA
"72261000-2";21512.02;21512.02;21512.02;NA
"48311000-1";29698.77;29698.77;NA;NA
"72262000-9";24925.54;24925.54;19173.49;NA
"30121400-7";12998.98;12998.98;NA;NA
"72250000-2";NA;NA;NA;48
"48317000-3";26460.38;26460.38;NA;NA
"72262000-9";7541.57;7541.57;NA;NA
"72230000-6";8709.3;8709.3;8709.3;NA
"72267000-4";39999.94;39999.94;39999.94;NA
"39130000-2";25271.43;25271.5;NA;NA
"73200000-4";26906.8;26906.8;26906.8;NA
"34711500-9";11830730;11830730;12894130;NA
"32360000-4";30168.46;30168.46;30168.46;NA
"72212983-3";16105.74;16105.74;16105.74;NA
"72212983-3";13850.93;13850.93;NA;NA
"80510000-2";53754.43;53754.43;53754.43;NA
"72150000-1";15467.71;15467.71;15467.71;NA
"85312320-8";179919.09;179919.09;178361.05;NA
"72510000-3";NA;NA;NA;48
"48624000-8";NA;NA;NA;NA
"60100000-9";16248.72;16248.72;12995.84;NA
"73110000-6";15210.97;30421.94;15210.97;NA
"98910000-5";14336.34;14336.34;NA;NA
"79315000-5";17903.7;17903.7;17903.7;NA
"73300000-5";27000.88;27000.88;27000.88;NA
"30231100-8";NA;NA;NA;36
"34111200-0";31903.86;31903.86;29953.02;NA
"90722200-6";97835.95;97835.95;97835.95;5
"45331000-6";55453.25;55453.25;NA;NA
"45211100-0";81243.19;81243.19;81243.19;NA
"32230000-4";71878.24;71878.24;NA;NA
"31214100-0";27379.75;27379.75;NA;NA
"50334400-9";10514.86;10514.86;NA;NA
"48820000-2";16167.48;16167.48;NA;NA
"71240000-2";31508.44;31508.44;31508.44;20
"85312320-8";97399.56;97399.56;97399.56;NA
"70332000-7";72943.77;72943.77;64185.06;12
"72262000-9";41868.52;41868.52;41868.52;NA
"72262000-9";7439.32;7439.32;NA;NA
"72260000-5";364643.37;364643.37;291417.15;NA
"30197600-2";NA;NA;NA;NA
"66512200-4";74346.12;74346.12;72274.1;12
"79212500-8";17447.88;17447.88;17447.88;NA
"79300000-7";18956.67;18956.67;18956.67;NA
"39110000-6";22964.09;22964.09;NA;NA
"48214000-1";16392.09;16392.09;NA;NA
"71300000-1";10511.8;NA;NA;NA
"34144730-4";357841.32;357841.32;356509.85;11
"92220000-9";97495.05;97495.05;97495.05;NA
"77230000-1";27916.61;27916.61;NA;NA
"79311200-9";19321;19321;19321;NA
"90910000-9";10041.54;10041.54;16532.98;NA
"15500000-3";1053967;1053966.99;262785.28;12
"33190000-8";13421.45;13421.45;NA;NA
"45200000-9";63828.56;63828.56;NA;NA
"45200000-9";104794.59;104794.59;104794.59;NA
"48311100-2";44508.07;44508.07;44508.07;NA
"15800000-6";1451252.16;1451252.16;408644.77;12
"15220000-6";116303.03;116303.03;50015.49;12
"32420000-3";38148.67;38148.67;NA;NA
"32442000-3";39995.91;39995.91;39554.99;NA
"30231100-8";212453.63;206127.38;206127.38;38
"79341000-6";35205.54;35205.54;9774.65;NA
"60120000-5";19173.49;19173.49;14827.5;NA
"72267100-0";514488.77;514488.77;514488.77;36
"30121430-6";32564.52;32564.52;32564.52;37
"45111100-9";155115.1;155115.1;NA;NA
"30200000-1";37225.98;37225.98;NA;NA
"71520000-9";10278.27;10278.27;10278.27;NA
"71520000-9";13191.36;13191.36;NA;NA
"90713000-8";10290.86;10290.86;NA;NA
"90713000-8";16105.74;16105.74;NA;NA
"73110000-6";26960.81;26960.81;NA;NA
"73300000-5";15977.91;15977.91;NA;NA
"80522000-9";10225.86;10225.86;NA;NA
"79421000-1";10545.42;10545.42;NA;NA
"73111000-3";27081.16;27081.16;27081.16;NA
"73110000-6";19498.42;19498.42;19498.42;NA
"72200000-7";20291.95;20291.95;NA;NA
"72262000-9";25564.66;25564.66;NA;NA
"71700000-5";30731.72;30731.72;30731.72;NA
"72240000-9";1115053.75;1115053.75;1109109.97;13
"34114400-3";320229.31;320229.31;320229.31;3
"72262000-9";80528.68;80528.68;77581.83;42
"79315000-5";108121.18;108121.18;106458.74;NA
"79315000-5";37907.62;37907.62;37654.9;NA
"30213100-6";38873.62;38873.62;NA;NA
"34143000-1";357266.12;357266.12;357266.12;11
"73300000-5";396252.22;396252.22;396252.22;NA
"72266000-7";NA;NA;NA;NA
"72262000-9";81243.59;81243.59;34410.03;14
"34221000-2";451829.79;451829.79;451829.79;12
"73110000-6";17927.58;17927.58;17927.58;NA
"34513600-2";NA;NA;NA;36
"45262700-8";14333.78;14333.78;16709.44;NA
"80420000-4";23008.19;23008.19;23008.19;NA
"33651400-2";3404099.55;3404099.55;3406820.46;10
"92111310-8";60428.46;60428.46;60428.46;NA
"45210000-2";5904129.4;5904129.4;5902191.79;20
"73200000-4";10832.45;10832.45;10832.45;NA
"33190000-8";68855.21;68855.21;NA;NA
"72261000-2";62926.13;62926.13;73624.78;NA
"72260000-5";185088.13;185088.13;185088.13;11
"74110000-3";62952.97;62952.96;62952.96;NA
"50117100-9";132219.14;132219.15;132219.15;12
"85311300-5";541651.22;541651.22;541651.22;NA
"16700000-2";125842.04;125842.03;125842.03;12
"34144213-4";1725264.59;1725264.59;1725264.59;12
"30240000-3";29789.33;29789.33;NA;NA
"73110000-6";25997.98;25997.98;25997.98;NA
"74111100-1";54836.19;54836.19;54836.19;NA
"72254000-0";79900.66;79900.66;79900.66;NA
"74210000-4";31861.55;31861.55;31861.55;NA
"79340000-9";69051.62;69051.62;69051.62;4
"51311000-5";137090.49;137090.49;116824.1;5
"71520000-9";809173.05;809173.05;NA;83
"72262000-9";39650.79;39650.79;NA;NA
